record_id,pmid,doi,title
38732239,38732239,10.3390/ijms25095020,"An Overview on Atopic Dermatitis, Oxidative Stress, and Psychological Stress: Possible Role of Nutraceuticals as an Additional Therapeutic Strategy."
38731996,38731996,10.3390/ijms25094778,Paediatric Atopic Dermatitis: The Unexpected Impact on Life with a Specific Look at the Molecular Level.
38727476,38727476,10.3390/healthcare12090919,Effect of Therapeutic Gardening Program in Urban Gardens on the Mental Health of Children and Their Caregivers with Atopic Dermatitis.
38712460,38712460,10.4094/chnr.2024.006,"Association between allergic diseases, generalized anxiety disorder, and depressive symptoms in South Korean adolescents: a secondary data analysis of the 2022 Korea Youth Risk Behavior Survey."
38707393,38707393,10.1016/j.heliyon.2024.e29921,"National trends of allergic diseases and pandemic-related factors among individuals with obesity in South Korea: A nationwide representative serial study, 2005-2021."
38696027,38696027,10.1007/s13555-024-01157-5,Upadacitinib Rapidly Improves Patient-Reported Outcomes in Atopic Dermatitis: 16-Week Results from Phase 3 Clinical Trials (Measure Up 1 and 2).
38695934,38695934,10.1007/s00403-024-02889-2,The relationship between spiritual practices and psychological well-being in chronic skin diseases.
38674230,38674230,10.3390/medicina60040584,Patients' and Caregivers' Experiences Navigating the Burden of Atopic Dermatitis in Argentina.
38670260,38670260,10.1016/j.jaip.2024.04.027,Non-Skin Related Symptoms Are Common in Chronic Spontaneous Urticaria and Linked to Active and Uncontrolled Disease: Results From the Chronic Urticaria Registry.
38656377,38656377,10.1001/jamadermatol.2024.0594,Stigmatization and Mental Health Impact of Chronic Pediatric Skin Disorders.
38632375,38632375,10.1038/s41598-024-59162-9,Interventions for anxiety and depression in patients with atopic dermatitis: a systematic review and meta-analysis.
38631959,38631959,10.1016/j.zefq.2024.03.002,[Development of an indicator set for the evaluation of the quality of routine ambulatory health care for common disorders in children and adolescents].
38610745,38610745,10.3390/jcm13071980,Which Factors Are Associated with Persistence of Depressive and Anxiety Symptoms in Patients Affected by Atopic Dermatitis despite 2-Year Treatment with Dupilumab?
38606696,38606696,10.1111/nmo.14796,Prevalence of extra-intestinal symptoms according to irritable bowel syndrome subtype.
38595182,38595182,10.1080/03007995.2024.2340720,Understanding preferences for receiving health communications and information about clinical trials: a cross-sectional study among US adults.
38541828,38541828,10.3390/jcm13061602,The Psychology of Atopic Dermatitis.
38541218,38541218,10.3390/medicina60030492,Associations between Atopic Dermatitis and Behavior Difficulties in Children.
38528257,38528257,10.1007/s40257-024-00853-4,Early and Sustained Improvements in Symptoms and Quality of Life with Upadacitinib in Adults and Adolescents with Moderate-to-Severe Atopic Dermatitis: 52-Week Results from Two Phase III Randomized Clinical Trials (Measure Up 1 and Measure Up 2).
38526449,38526449,10.1002/clt2.12348,Ethnic differences in depression and anxiety among adults with atopic eczema: Population-based matched cohort studies within UK primary care.
38509379,38509379,10.1007/s13555-024-01133-z,Characteristics and Management of Patients with Alopecia Areata and Selected Comorbid Conditions: Results from a Survey in Five European Countries.
38501939,38501939,10.1093/ced/llae077,"Lifetime prevalence and associated factors of itch with skin conditions: atopic dermatitis, psoriasis and dry skin in individuals aged > 50 years."
38500882,38500882,10.3389/fimmu.2024.1361005,"Unraveling the skin; a comprehensive review of atopic dermatitis, current understanding, and approaches."
38488856,38488856,10.1002/clt2.12346,Early exposure to maternal stress and risk for atopic dermatitis in children: A systematic review and meta-analysis.
38485839,38485839,10.1007/s00403-024-02841-4,Cracking the code: unveiling the nexus between atopic dermatitis and addictive behavior: a cross-sectional exploration of risk factors.
38484335,38484335,10.1089/derm.2023.0365,Patient and Caregiver Perspectives on the Relationship Between Atopic Dermatitis Symptoms and Mental Health.
38431751,38431751,10.1038/s41598-024-55965-y,The burden of atopic dermatitis in Portuguese patients: an observational study.
38419411,38419411,10.1093/bjd/ljae080,Defining disease severity in atopic dermatitis and psoriasis for the application to biomarker research: an interdisciplinary perspective.
38382664,38382664,10.1016/j.envres.2024.118523,"A machine-learning exploration of the exposome from preconception in early childhood atopic eczema, rhinitis and wheeze development."
38381409,38381409,10.1001/jamadermatol.2023.6245,Identifying Core Outcome Domains in Chronic Skin Disease Using the Best-Worst Scaling Method.
38378364,38378364,10.1016/j.abd.2023.04.008,Corticophobia and adherence to topical corticosteroids in atopic dermatitis treatment in southern Brazil.
38372377,38372377,10.1111/jdv.19836,Association of atopic dermatitis with depression and sleep quality in an Asian general population cohort of 8887 participants.
38366746,38366746,10.1111/pai.14085,Maternal mental health disorders and offspring asthma and allergic diseases: The role of child mental health.
38357778,38357778,10.1111/jdv.19807,Improved patient- and caregiver-reported outcomes distinguish tacrolimus 0.03% from crisaborole in children with atopic dermatitis.
38335270,38335270,10.1126/sciimmunol.add3085,Progressive accumulation of hyperinflammatory NKG2Dlow NK cells in early childhood severe atopic dermatitis.
38325354,38325354,10.1159/000536671,Psychosocial Burden in People with Atopic Dermatitis: Effects of a Substance-Free Basic Skincare in a Randomized Health Care Study.
38281092,38281092,10.1177/12034754241227808,Clinical Characteristics and Treatment Outcomes of Prurigo Nodularis: A Retrospective Study.
38278324,38278324,10.1016/j.jaip.2024.01.020,"Treatable Traits in Asthma: The Importance of Extrapulmonary Traits-GERD, CRSwNP, Atopic Dermatitis, and Depression/Anxiety."
38252292,38252292,10.1007/s00403-023-02803-2,Comorbid psychiatric disease significantly mediates increased rates of alcohol use disorder among patients with inflammatory and pigmentary skin disorders: a case-control study in the All of Us Research Program.
38198830,38198830,10.30773/pi.2023.0018,Association Between Atopic Dermatitis and Suicidal Behaviors in North Korean Adolescent Defectors From 2011 to 2019.
38190297,38190297,10.1089/jwh.2023.0422,"Immune Dysregulation, Inflammation in Characterizing Women with Vulvodynia, Depression, and Both."
38172785,38172785,10.1186/s12888-023-05478-1,Causal relationships between atopic dermatitis and psychiatric disorders: a bidirectional two-sample Mendelian randomization study.
38137786,38137786,10.3390/jcm12247716,Association of Sleep Duration and Weekend Catch-Up Sleep with Suicidal Ideation among Adolescents with Atopic Dermatitis.
38136120,38136120,10.3390/children10121918,Changing Trends in School Absenteeism and Identification of Associated Factors in Adolescents with Atopic Dermatitis.
38073580,38073580,10.1111/jdv.19686,Epidemiology of mental health comorbidity in patients with atopic dermatitis: An analysis of global trends from 1998 to 2022.
38066728,38066728,10.1111/1346-8138.17045,Disease burden and treatment satisfaction in patients with prurigo nodularis in Japan.
38048260,38048260,10.5826/dpc.1401a79,Burden of Disease in the Real-Life Setting of Patients with Atopic Dermatitis: Italian Data From the MEASURE-AD Study.
38038754,38038754,10.1007/s00403-023-02767-3,Obsessive-compulsive disorder among patients with atopic dermatitis: a case-control study in the All of Us research program.
38035127,38035127,10.1016/j.jdin.2023.07.020,Severe atopic dermatitis treated with anti-interleukin 4Rα reduces the psychological burden in patients with and without alexithymia.
38031081,38031081,10.1186/s13223-023-00857-5,Infantile atopic dermatitis and maternal-infant bonding: a mixed methods study.
38026506,38026506,10.1016/j.jacig.2023.100181,Impact of COVID-19 pandemic on adults and children with atopic dermatitis and food allergy: Systematic review.
38024558,38024558,10.1016/j.xjidi.2023.100233,"Incident Comorbidity, Resource Use, and All-Cause Mortality Associated with Prurigo Nodularis: A United Kingdom Retrospective Database Analysis."
38009032,38009032,10.1111/srt.13515,Abnormal brain structure in atopic dermatitis: Evidence from Mendelian randomization study.
38006372,38006372,NA,Erythrodermic Presentation of Atopic Dermatitis in a Patient with Secondary Adrenal Insufficiency Caused by Oral Glucocorticosteroid Abuse.
37979362,37979362,10.1016/j.ecoenv.2023.115677,"The relationship between exposure to environmental noise and risk of atopic dermatitis, asthma, and allergic rhinitis."
37977498,37977498,10.1016/j.jid.2023.10.016,Mendelian Randomization Studies in Atopic Dermatitis: A Systematic Review.
37936715,37936715,10.2147/PPA.S431719,Topical Corticosteroid Phobia Among Parents of Children with Atopic Dermatitis (Eczema)- A Cross-Sectional Study.
37898903,37898903,10.1177/12034754231204295,The Mind Body Connection in Dermatologic Conditions: A Literature Review.
37845075,37845075,10.1111/ddg.15159_g,"[Juckreiz, Schlafstörungen, depressive Symptome, Fatigue und Einschränkungen der Arbeitsproduktivität bei Patienten mit moderater bis schwerer atopischer Dermatitis: Daten aus dem TREATgermany-Register]."
37843944,37843944,NA,Chronic Rhinosinusitis.
37843084,37843084,NA,Impact of the COVID-19 Pandemic on Adult Patients with Atopic Dermatitis.
37841063,37841063,10.2147/CCID.S393254,Improving Psychological Health Outcomes in Children with Atopic Dermatitis.
37822382,37822382,10.4103/ijd.ijd_181_23,Current Burden of Atopic Dermatitis in India: A Systematic Literature Review.
37806002,37806002,10.1111/jdv.18917,Quality of life and stigmatization in people with skin diseases in Europe: A large survey from the 'burden of skin diseases' EADV project.
37783411,37783411,10.1016/j.jep.2023.117263,NLRP3 neuroinflammatory intervention of Mahuang-Lianqiao-Chixiaodou decoction for mental disorders in atopic dermatitis mice.
37783388,37783388,10.1016/j.jped.2023.08.006,Behavioral disorders in children and adolescents with atopic dermatitis.
37781860,37781860,10.1097/YIC.0000000000000511,Mental health in patients affected by atopic dermatitis: which effects of treatment with dupilumab?
37767645,37767645,10.1111/pde.15417,From eczema to anxiety: How artificial intelligence  shapes parental perspectives.
37761448,37761448,10.3390/children10091487,"Investigation of Quality of Life of Patients with Atopic Dermatitis and Quality of Life, Psychiatric Symptomatology, and Caregiver Burden of Their Mothers."
37750181,37750181,10.1002/acr.25243,Systematic Review of Health-Related Quality of Life Impact in Juvenile Localized Scleroderma.
37731131,37731131,10.1111/jdv.19518,Neuropsychiatric disorders in adults with atopic dermatitis: A population-based cohort study.
37700595,37700595,10.1111/jdv.19506,Treat-to-target in dermatology: A scoping review and International Eczema Council survey on the approach in atopic dermatitis.
37695699,37695699,10.1080/17425255.2023.2256227,JAK1 inhibitors for the treatment of atopic dermatitis: a focus on pharmacokinetic considerations.
37676055,37676055,10.1080/08923973.2023.2253988,Expression of calcitonin gene-related peptide in atopic dermatitis and correlation with distress.
37668899,37668899,10.1007/s13555-023-01001-2,Comorbidity Burden Among Patients with Vitiligo in the United States: A Large-Scale Retrospective Claims Database Analysis.
37665064,37665064,10.1111/pde.15410,Mental health comorbidity in youth with atopic dermatitis: A narrative review of possible mechanisms.
37650195,37650195,10.3760/cma.j.cn112137-20230517-00814,[Multicenter clinical epidemiological analysis of elderly atopic dermatitis in China].
37637475,37637475,10.2147/JAA.S422534,"Assessment of Anxiety, Depression, and Sleep Quality in Mothers of Children with Atopic Dermatitis: A Qualitative Questionnaire Study."
37632924,37632924,10.2196/42360,A Digital Self-help Intervention for Atopic Dermatitis: Analysis of Secondary Outcomes From a Feasibility Study.
37605893,37605893,10.2340/actadv.v103.9378,Beyond Anxiety and Depression: Loneliness and Psychiatric Disorders in Adults with Atopic Dermatitis.
37605309,37605309,10.1111/jdv.19447,Vitiligo patient population and disease burden in France: VIOLIN study results from the CONSTANCES cohort.
37590855,37590855,NA,"Food Allergies: Diagnosis, Treatment, and Prevention."
37579072,37579072,10.1089/derm.2023.0111,Patients' and Caregivers' Preferences for Mental Health Care and Support in Atopic Dermatitis.
37578482,37578482,10.12932/AP-100223-1542,Efficacy and associated neurotransmitters of digital cognitive behavior therapy for atopic dermatitis: A comparative effectiveness research.
37560503,37560503,NA,Atopic Dermatitis: A Qualitative Study on the Burdens of Living with Itchiness.
37556525,37556525,10.36849/jdd.7596,Dermatology in Contemporary Times: Building Awareness of Social Media's Association With Adolescent Skin Disease and Mental Health.
37545829,37545829,10.5114/ada.2023.128979,Obsessive compulsive symptoms in mothers of children with atopic dermatitis.
37542272,37542272,10.1186/s12916-023-02948-x,Common mental health disorders in adults with inflammatory skin conditions: nationwide population-based matched cohort studies in the UK.
37512959,37512959,10.3390/microorganisms11071787,In Vivo Functional Properties of Dairy Bacteria.
37485573,37485573,10.1111/ddg.15159,"Itch, sleep loss, depressive symptoms, fatigue, and productivity loss in patients with moderate-to-severe atopic dermatitis: Analyses of TREATgermany registry data."
37392397,37392397,10.12932/AP-231022-1484,Comorbidities & burden of disease in atopic dermatitis.
37362784,37362784,NA,"Association Between Atopic Dermatitis, Anxiety, and Symptoms of Panic Among United States Adults in the 2001-2004 National Health and Nutrition Examination Survey."
37345973,37345973,10.2340/actadv.v103.6485,Perceived Stigmatization among Dermatological Outpatients Compared with Controls: An Observational Multicentre Study in 17 European Countries.
37333102,37333102,10.1101/2023.06.02.23290884,Progressive accumulation of hyperinflammatory NKG2D low NK cells in early childhood severe atopic dermatitis.
37318750,37318750,10.1007/s13555-023-00942-y,"Safety and Efficacy of Lebrikizumab in Adolescent Patients with Moderate-to-Severe Atopic Dermatitis: A 52-Week, Open-Label, Phase 3 Study."
37291688,37291688,10.1111/1346-8138.16839,Prevalence of autoimmune and inflammatory diseases and mental health conditions among an alopecia areata cohort from a US administrative claims database.
37275429,37275429,10.1002/ski2.201,Proopiomelanocortin (POMC) and psychodermatology.
37223925,37223925,10.1001/jamadermatol.2023.1261,"Autoimmune, Inflammatory, Atopic, Thyroid, and Psychiatric Outcomes of Offspring Born to Mothers With Alopecia Areata."
37214438,37214438,10.3389/fphar.2023.1154949,Efficacy and safety of abrocitinib for moderate-to-severe atopic dermatitis in adolescents and adults: Meta-analysis.
37208459,37208459,10.1007/s00403-023-02634-1,Clinical music interventions and music therapy in dermatology.
37196280,37196280,10.5826/dpc.1302a76,Psychosocial Implications and Quality of Life in Patients with Hidradenitis Suppurativa Compared to Those With Atopic Dermatitis and Psoriasis: a Cross-sectional Case-control Study.
37141127,37141127,10.17116/jnevro202312304236,[Nosogenic psychosomatic disorders in patients with skin diseases].
37119282,37119282,10.1093/ced/llad161,Topical steroid withdrawal: an emerging clinical problem.
37094615,37094615,10.1016/j.ygcen.2023.114289,Chronic corticosterone exposure evokes itch hypersensitivity and sexual dysfunction in male rats: Relationship between the two distinct gastrin-releasing peptide systems in the spinal cord.
37072648,37072648,10.1007/s13555-023-00920-4,Emerging Systemic Treatments for Atopic Dermatitis.
37041239,37041239,10.1038/s41415-023-5690-3,Is discontinuation of dental treatment related to exacerbation of systemic medical diseases in Japan?
37034469,37034469,10.4081/dr.2022.9524,The anxiety and depression disorder in adults with atopic dermatitis: experience of a dermatology hospital.
37032930,37032930,10.3389/fpsyt.2023.1114224,Pathological social withdrawal in autism spectrum disorder: A case control study of hikikomori in Japan.
37014270,37014270,10.2340/actadv.v103.3962,"A Comparative Analysis of the Predictors, Extent and Impacts of Self-stigma in Patients with Psoriasis and Atopic Dermatitis."
36994714,36994714,10.1093/bjd/ljad046,Factors associated with mental illness in adults with atopic eczema or psoriasis.
36975050,36975050,10.2196/41227,"Engagement, Retention, and Acceptability in a Digital Health Program for Atopic Dermatitis: Prospective Interventional Study."
36970303,36970303,10.2147/PPA.S406125,Health-Related Behaviors and Psychological Status of Adolescent Patients with Atopic Dermatitis: The 2019 Korea Youth Risk Behavior Web-Based Survey.
36965472,36965472,10.2460/javma.23.02.0064,The clinical use of cannabidiol and cannabidiolic acid-rich hemp in veterinary medicine and lessons from human medicine.
36928247,36928247,10.29262/ram.v69i2.1067,[Atopic dermatitis in adults during the COVID-19 pandemic].
36916105,36916105,10.15586/aei.v51i2.778,Combined application of dupilumab and mite allergen-specific immunotherapy in children with moderate to severe atopic dermatitis.
36912484,36912484,10.1080/09546634.2023.2190430,Maintained improvement in physician- and patient-reported outcomes with baricitinib in adults with moderate-to-severe atopic dermatitis who were treated for up to 104 weeks in a randomized trial.
36883876,36883876,10.2340/actadv.v103.4447,Effect of Disease Severity on Comorbid Conditions in Atopic Dermatitis: Nationwide Registry-Based Investigation in Finnish Adults.
36878453,36878453,10.1016/j.clindermatol.2023.03.006,Psychiatric and psychologic aspects of chronic skin diseases.
36873862,36873862,10.3389/fmed.2023.1066495,The relationship between atopic dermatitis and atopic itch in children and the psychosocial functioning of their mothers: A cross-sectional study.
36867221,36867221,10.1007/s00403-023-02570-0,Symptoms of attention deficit hyperactivity disorder are associated with Hidradenitis suppurativa in Danish blood donors.
36856013,36856013,10.1111/exd.14786,Long-term psychological outcome of patients with moderate-to-severe atopic dermatitis continuously treated with Dupilumab: Data up to 3 years.
36840396,36840396,10.1111/jdv.18995,Higher levels of response on clinical atopic dermatitis severity measures are associated with meaningful improvements in patient-reported symptom and quality of life measures: Integrated analysis of three Upadacitinib phase 3 trials.
36819527,36819527,10.21037/atm-22-6511,Association between skin disease and anxiety: a logistic analysis and prediction.
36815409,36815409,10.1111/pde.15269,Steroid phobia on social media platforms.
36801819,36801819,10.1136/bmjoq-2022-002125,Process over outcome quality in paediatrics? An analysis of outpatient healthcare quality indicators for seven common diseases.
36788669,36788669,10.1093/bjd/ljad009,"Which patients with atopic eczema and psoriasis develop depression, anxiety and severe mental illness: is the evidence clear?"
36749389,36749389,10.1007/s00403-023-02538-0,The role of insomnia in the vulnerability to depressive and anxiety symptoms in atopic dermatitis adult patients.
36745557,36745557,10.1093/bjd/ljac132,"Factors associated with depression, anxiety and severe mental illness among adults with atopic eczema or psoriasis: a systematic review and meta-analysis."
36745376,36745376,10.36849/JDD.7053,A Qualitative Study on Dupilumab's Impact on Atopic Dermatitis Among Adolescent and Adult Patients.
36711419,36711419,10.3389/fpubh.2022.1068043,The positive effect of mother-performed infant massage on infantile eczema and maternal mental state: A randomized controlled trial.
36708375,36708375,10.1007/s00403-023-02536-2,Longitudinal course of cognitive impairment in patients with atopic dermatitis.
36695942,36695942,10.1007/s10354-022-00999-y,Netherton syndrome in a Bulgarian patient : Presentation of a case and an update of therapeutic options.
36693357,36693357,10.4168/aair.2023.15.1.43,Quality of Life in Food Allergy: Validation of the Korean Version of the Food Allergy Quality of Life Questionnaire Parent Form (K-FAQLQ-PF) and Risk Factor Analysis.
36688701,36688701,10.2340/actadv.v103.4426,Itching in Atopic Dermatitis: Patient- and Physician-reported Outcomes in the German Atopic Dermatitis Registry TREATgermany.
36686155,36686155,10.3389/fvets.2022.1104152,Pharmacokinetics of cannabidiol following single oral and oral transmucosal administration in dogs.
36660532,36660532,10.7759/cureus.32639,A Molecular Basis Approach of Eczema and Its Link to Depression and Related Neuropsychiatric Outcomes: A Review.
36639925,36639925,10.1111/ijd.16557,The impact of climate change on atopic dermatitis and mental health comorbidities: a review of the literature and examination of intersectionality.
36630818,36630818,10.1016/j.jpsychores.2022.111142,Maternal affective and stress-related factors during pregnancy affect the occurrence of childhood allergic diseases: A Shanghai MCPC study.
36629476,36629476,10.2340/actadv.v102.1502,Suicide and Suicidality in Children and Adolescents with Chronic Skin Disorders: A Systematic Review.
36621921,36621921,10.2340/actadv.v103.2242,Psychological Stress in Parents of Children with Atopic Dermatitis: A Cross-sectional Study from the Korea National Health and Nutrition Examination Survey.
36601597,36601597,10.1097/JW9.0000000000000068,Cognitive behavior therapy as dermatological treatment: a narrative review.
36478424,36478424,10.5021/ad.21.239,Assessment of Disease Severity and Quality of Life in Patients with Atopic Dermatitis from South Korea.
36435828,36435828,10.1186/s40659-022-00402-5,Correction: Acupuncture attenuates comorbid anxiety- and depressive-like behaviors of atopic dermatitis through modulating neuroadaptation in the brain reward circuit in mice.
36400426,36400426,10.1111/pde.15183,Topical corticosteroid phobia in adolescents with eczema and caregivers of children and adolescents with eczema: A cross-sectional survey.
36396409,36396409,10.3122/jabfm.2022.220115R1,An Evidence-Based Review of Vitamin D for Common and High-Mortality Conditions.
36332836,36332836,10.1016/j.jaip.2022.10.032,"Patients' and Caregivers' Experiences With Atopic Dermatitis-Related Burden, Medical Care, and Treatments in 8 Countries."
36321512,36321512,10.1111/1346-8138.16615,"Prevalence, comorbidities, and treatment patterns of Japanese patients with alopecia areata: A descriptive study using Japan medical data center claims database."
36301748,36301748,10.1684/ejd.2022.4266,Clinical manifestations and comorbidities of pemphigus: a retrospective case-control study in southern Finland.
36292360,36292360,10.3390/healthcare10101913,Prospective Analysis of the Temporal Relationship between Psychological Distress and Atopic Dermatitis in Female Adults: A Preliminary Study.
36246829,36246829,10.12998/wjcc.v10.i28.10155,Successful management of a breastfeeding mother with severe eczema of the nipple beginning from puberty: A case report.
36203121,36203121,10.1007/s43440-022-00423-7,The potential action of SSRIs in the treatment of skin diseases including atopic dermatitis and slow-healing wounds.
36197589,36197589,10.1007/s13555-022-00819-6,Burden of Atopic Dermatitis in Adults and Adolescents: a Systematic Literature Review.
36193008,36193008,10.2340/actadv.v102.803,The Impact of Systemic Treatment of Atopic Dermatitis on Depressive Symptoms: A Prospective Clinical Cohort Study.
36152694,36152694,10.1016/j.jaad.2022.09.015,Alcohol use disorder among adults with atopic dermatitis: A case-control study in the All of Us research program.
36129669,36129669,10.1007/s13555-022-00814-x,Release of Cervical Muscle Tension Improves Psychological Stress and Symptoms of Moderate-to-Severe Atopic Dermatitis: a Case Series with 20 Patients.
36092257,36092257,10.1002/ski2.143,Long term effects of digital education among healthcare professionals in paediatric dermatology: Opportunities for improving care.
36057460,36057460,10.1016/j.abd.2021.11.007,A low level of health literacy is a predictor of corticophobia in atopic dermatitis.
36049473,36049473,10.1159/000525901,The COVID-19 Pandemic and Recent Earthquake in Zagreb Together Significantly Increased the Disease Severity of Patients with Atopic Dermatitis.
36035402,36035402,10.3389/fmed.2022.965133,Psychologic interventions in patients with the chronic dermatologic itch in atopic dermatitis and psoriasis: A step forward with family constellations seminars.
36030827,36030827,10.1016/j.ad.2022.08.015,"Real-World Treatment Patterns, Resource Use and Costs in Adult Patients With Atopic Dermatitis Receiving Systemic Treatment: Derma-Atopic Study in Spain."
36018560,36018560,10.1111/jdv.18564,Atopic dermatitis and risk of major neuropsychiatric disorders in children: A population-based cohort study.
35988076,35988076,10.12740/PP/127952,Evaluation of the relationship between some mental state parameters and the quality of life in patients with allergic diseases.
35951359,35951359,10.1097/DER.0000000000000921,Association of Adult Atopic Dermatitis Severity With Decreased Physical Activity: A Cross-sectional Study.
35948330,35948330,10.5021/ad.21.282,Impairment of Quality of Life and Mental Health Status in Adult-Onset Atopic Dermatitis.
35927911,35927911,10.2174/1570163819666220801121857,Hydrophobically Modified Abelmoschus esculentus Polysaccharide Based Nanoparticles and Applications: A Review.
35885851,35885851,10.3390/healthcare10071326,Relationship between Smartphone Addiction and Sleep Satisfaction: A Cross-Sectional Study on Korean Adolescents.
35857381,35857381,10.1111/jdv.18442,"Patient perspectives of atopic dermatitis: comparative analysis of terminology in social media and scientific literature, identified by a systematic literature review."
35816285,35816285,10.1111/ijd.16344,Psychopathological symptoms in dermatology: A basic approach toward psychocutaneous disorders.
35767748,35767748,10.26444/aaem/141324,Frontal Fibrosing Alopecia - a review and a practical guide for clinicians.
35756263,35756263,10.3389/fpsyg.2022.883019,Sexual Self-Esteem and Psychological Burden of Adults With Neurofibromatosis Type 1.
35717147,35717147,10.1186/s12887-022-03382-3,Study protocol: assessing SleeP IN infants with early-onset atopic Dermatitis by Longitudinal Evaluation (The SPINDLE study).
35699028,35699028,10.1080/03007995.2022.2088715,Characterizing real world safety profile of oral Janus kinase inhibitors among adult atopic dermatitis patients: evidence transporting from the rheumatoid arthritis population.
35645683,35645683,10.5114/ada.2021.103459,L. Cucurbita pepo modulates contact dermatitis in depressed rats through downregulation of proinflammatory cytokines and upregulation of antioxidant status.
35620027,35620027,10.1097/JW9.0000000000000002,Exacerbation and severity of allergic symptoms during pregnancy and their impact on mental health.
35563285,35563285,10.3390/ijms23094898,Annoying Psoriasis and Atopic Dermatitis: A Narrative Review.
35551964,35551964,10.1016/j.jaad.2022.04.061,Longitudinal course and predictors of depressive symptoms in atopic dermatitis.
35535633,35535633,10.1111/dth.15573,Facial dermatoses and use of protective mask during Covid-19 pandemic: A clinical and psychological evaluation in patients affected by moderate-severe atopic dermatitis under treatment with dupilumab.
35534297,35534297,10.1016/j.ad.2022.01.025,Patient-Reported Outcome Measures in Real-World Atopic Dermatitis Studies in Spain: A Systematic Review.
35533665,35533665,10.1159/000524225,HautTief Multidisciplinary Educational Program for Patients with Psoriasis or Atopic Dermatitis: A Randomized Controlled Study.
35485975,35485975,10.1111/ijd.16228,"Comorbid diseases of hidradenitis suppurativa: a 15-year population-based study in Olmsted County, Minnesota, USA."
35484583,35484583,10.1186/s12991-022-00389-z,"Anxiety, depression and associated factors among caretakers of children with atopic dermatitis."
35457288,35457288,10.3390/ijms23084470,Dendrobium nobile Lindley Administration Attenuates Atopic Dermatitis-like Lesions by Modulating Immune Cells.
35418942,35418942,10.3389/fendo.2022.838434,Current Insights Into the Role of Neuropeptide Y in Skin Physiology and Pathology.
35387041,35387041,10.3389/falgy.2021.688999,"Pruritus, Allergy and Autoimmunity: Paving the Way for an Integrated Understanding of Psychodermatological Diseases?"
35368752,35368752,10.1155/2022/1307173,"Seungmagalgeun-Tang, a Traditional Herbal Formula, Alleviates Skin Inflammation and Depression-Like Behavior in Atopic Dermatitis Mice under Sleep Deprivation Conditions."
35315120,35315120,10.1111/1346-8138.16366,Longitudinal prevalence of atopic dermatitis among freshmen at Hiroshima University between 2002 and 2019.
35285091,35285091,10.1111/exd.14563,"Impact of psychiatric comorbidities in psoriasis, hidradenitis suppurativa and atopic dermatitis: The importance of a psychodermatological approach."
35255542,35255542,10.4168/aair.2022.14.2.273,"Analysis of Quality of Life and Mental Health in Patients With Atopic Dermatitis, Asthma and Allergic Rhinitis Using a Nation-wide Database, KNHANES VII."
35247394,35247394,10.1016/j.jpeds.2022.02.052,Self-Reported Health Outcomes of Children and Youth with 10 Chronic Diseases.
35243405,35243405,10.1016/j.jdin.2021.12.008,Correlation between anxiety and depression risk and atopic dermatitis severity in Taiwan: A cross-sectional study.
35218275,35218275,10.1111/dth.15407,Impact on health-related quality of life and symptoms of anxiety and depression after 32 weeks of Dupilumab treatment for moderate-to-severe atopic dermatitis.
35181720,35181720,10.1038/s41598-022-06838-9,Identifying multimorbidity profiles associated with COVID-19 severity in chronic patients using network analysis in the PRECOVID Study.
35178722,35178722,10.1111/pde.14914,The pediatric dermatology psychosocial screen: Promoting psychosocial coping and early identification of mental illness in pediatric dermatology patients.
35162757,35162757,10.3390/ijerph19031734,Impact of the COVID-19 Pandemic on Atopic Dermatitis Patients.
35155673,35155673,10.1155/2022/4084121,Association of Atopic Dermatitis with Depression and Suicide: A Two-Sample Mendelian Randomization Study.
35153845,35153845,10.3389/fpsyt.2021.721875,Hydroxyzine Use in Preschool Children and Its Effect on Neurodevelopment: A Population-Based Longitudinal Study.
35153299,35153299,10.1016/j.ad.2021.08.013,Impact of COVID-19 Pandemic on Patients with Atopic Dermatitis.
35089897,35089897,10.1097/DER.0000000000000834,Salivary Cortisol Values and Personality Features of Atopic Dermatitis Patients: A Prospective Study.
35083742,35083742,10.1111/bjd.21032,Epidemiology of prurigo nodularis in England: a retrospective database analysis.
35064309,35064309,10.1007/s00431-021-04341-3,Review of the holistic management of pediatric atopic dermatitis.
35000520,35000520,10.1080/13548506.2021.1971727,Psychological assessment of atopic dermatitis in Asia: a systematic review.
34947965,34947965,10.3390/life11121434,"Atopic Dermatitis Severity, Patient Perception of the Disease, and Personality Characteristics: How Are They Related to Quality of Life?"
34947845,34947845,10.3390/life11121314,Sexual Dysfunction and Atopic Dermatitis: A Systematic Review.
34944580,34944580,10.3390/biomedicines9121764,Serum-Derived Neuronal Exosomal microRNAs as Stress-Related Biomarkers in an Atopic Dermatitis Model.
34936253,34936253,10.7705/biomedica.5978,"Clinical and sociodemographic features and quality of life in patients with atopic dermatitis who attended dermatology teaching clinics in Medellín, Antioquia and its metropolitan area."
34935621,34935621,10.1684/ejd.2021.4166,Symptom burden of patients with moderate-to-severe atopic dermatitis.
34864728,34864728,10.1159/000520159,"Depression, Anxiety, and Suicidal Ideation in Patients with Atopic Eczema in a Prospective Study in Leipzig, Germany."
34862805,34862805,10.1111/ced.15053,Gaining access to treatment; life at the far side of atopic eczema.
